Player,matched_name,match_status,Stamina,Pace,Acceleration,Work Rate,source_url
Adam Lallana,Alejo Lallana FM26 Profile,first_result,50,120,150,100,https://fmplayer.net/fm-26/alejo-lallana-2000144482
Mohamed Lamine Bayo,Mohamed Bayo FM26 Profile,first_result,130,130,120,120,https://fmplayer.net/fm-26/mohamed-bayo-49038311
Tariq Lamptey,Tariq Lamptey FM26 Profile,partial,120,160,180,140,https://fmplayer.net/fm-26/tariq-lamptey-28112993
Cyle Larin,Cyle Larin FM26 Profile,partial,150,130,120,150,https://fmplayer.net/fm-26/cyle-larin-72044151
Hugo Larsson,Hugo Larsson FM26 Profile,partial,170,140,140,170,https://fmplayer.net/fm-26/hugo-larsson-2000019708
Juanmi Latasa,Juanmi Latasa FM26 Profile,partial,140,140,130,130,https://fmplayer.net/fm-26/juanmi-latasa-67293621
Toni Lato,Toni Lato FM26 Profile,partial,140,140,140,150,https://fmplayer.net/fm-26/toni-lato-67203459
Roméo Lavia,Roméo Lavia FM26 Profile,partial,140,150,140,160,https://fmplayer.net/fm-26/romeo-lavia-18115012
Manuel Lazzari,Manuel Lazzari FM26 Profile,partial,120,160,170,140,https://fmplayer.net/fm-26/manuel-lazzari-43096538
Julien Le Cardinal,Julien Le Cardinal FM26 Profile,partial,140,130,120,140,https://fmplayer.net/fm-26/julien-le-cardinal-50044045
Jérémy Le Douaron,Jérémy Le Douaron FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/jeremy-le-douaron-50071707
Enzo Le Fée,Enzo Le Fée FM26 Profile,partial,140,130,140,140,https://fmplayer.net/fm-26/enzo-le-fee-49040114
Robin Le Normand,Robin Le Normand FM26 Profile,partial,150,140,130,140,https://fmplayer.net/fm-26/robin-le-normand-48037162
Rafael Leão,Rafael Leão FM26 Profile,partial,120,170,180,70,https://fmplayer.net/fm-26/rafael-leao-83111483
Pierre Lees-Melou,Tom Lees FM26 Profile,first_result,120,110,90,150,https://fmplayer.net/fm-26/tom-lees-5134490
Jordan Lefort,Jordan Lefort FM26 Profile,partial,150,120,110,130,https://fmplayer.net/fm-26/jordan-lefort-85072878
Diogo Leite,Diogo Leite FM26 Profile,partial,150,120,120,150,https://fmplayer.net/fm-26/diogo-leite-83111536
Maxim Leitsch,Maxim Leitsch FM26 Profile,partial,120,150,130,140,https://fmplayer.net/fm-26/maxim-leitsch-92084880
Florian Lejeune,Florian Lejeune FM26 Profile,partial,150,120,100,140,https://fmplayer.net/fm-26/florian-lejeune-85063747
Stefan Lekovic,Stefan Leković FM26 Profile,first_result,120,100,110,120,https://fmplayer.net/fm-26/stefan-lekovic-2000137679
Iñigo Lekue,Íñigo Lekue FM26 Profile,first_result,130,120,130,150,https://fmplayer.net/fm-26/inigo-lekue-67184347
Nunzio Lella,Nunzio Lella FM26 Profile,partial,140,130,120,120,https://fmplayer.net/fm-26/nunzio-lella-43318549
Thomas Lemar,Thomas Lemar FM26 Profile,partial,130,140,140,150,https://fmplayer.net/fm-26/thomas-lemar-85093001
Clément Lenglet,Clément Lenglet FM26 Profile,partial,150,140,120,140,https://fmplayer.net/fm-26/clement-lenglet-85078880
Giovanni Leoni,Giovanni Leoni FM26 Profile,partial,140,130,120,130,https://fmplayer.net/fm-26/giovanni-leoni-2000259904
Esteban Lepaul,Esteban Lepaul FM26 Profile,partial,140,130,130,130,https://fmplayer.net/fm-26/esteban-lepaul-49041153
Johann Lepenant,Johann Lepenant FM26 Profile,partial,160,130,130,150,https://fmplayer.net/fm-26/johann-lepenant-49056191
Robert Lewandowski,Robert Lewandowski FM26 Profile,partial,140,130,120,140,https://fmplayer.net/fm-26/robert-lewandowski-719601
Myles Lewis-Skelly,Myles Peart-Harris FM26 Profile,first_result,140,120,130,90,https://fmplayer.net/fm-26/myles-peart-harris-28124576
Ben Lhassine Kone,Ben Lhassine Koné FM26 Profile,first_result,150,120,120,130,https://fmplayer.net/fm-26/ben-lhassine-kone-43390493
Mattia Liberali,Mattia Liberali FM26 Profile,partial,110,120,130,100,https://fmplayer.net/fm-26/mattia-liberali-2000252799
Philipp Lienhart,Philipp Lienhart FM26 Profile,partial,130,140,120,120,https://fmplayer.net/fm-26/philipp-lienhart-16130398
Matthijs de Ligt,Matthijs de Ligt FM26 Profile,partial,130,140,120,150,https://fmplayer.net/fm-26/matthijs-de-ligt-37055843
Pedro Lima,Pedro Lima FM26 Profile,partial,130,130,140,110,https://fmplayer.net/fm-26/pedro-lima-2000264337
Victor Lindelöf,Victor Lindelöf FM26 Profile,partial,160,130,130,130,https://fmplayer.net/fm-26/victor-lindelof-93023425
Jesper Lindstrøm,Jesper Lindstrøm FM26 Profile,partial,130,150,160,160,https://fmplayer.net/fm-26/jesper-lindstrom-27143432
Karol Linetty,Karol Linetty FM26 Profile,partial,130,130,120,140,https://fmplayer.net/fm-26/karol-linetty-96032464
Pol Lirola,Pol Lirola FM26 Profile,partial,130,140,140,120,https://fmplayer.net/fm-26/pol-lirola-67211095
Valentino Livramento,Tino Livramento FM26 Profile,first_result,140,160,160,150,https://fmplayer.net/fm-26/tino-livramento-28124569
Javier Llabrés,Javi Llabrés FM26 Profile,first_result,110,130,130,100,https://fmplayer.net/fm-26/javi-llabres-2000197966
Diego Llorente,Diego Llorente FM26 Profile,partial,130,140,130,150,https://fmplayer.net/fm-26/diego-llorente-67011217
Gautier Lloris,Gautier Lloris FM26 Profile,partial,120,120,120,120,https://fmplayer.net/fm-26/gautier-lloris-85095988
Stanislav Lobotka,Stanislav Lobotka FM26 Profile,partial,160,130,130,140,https://fmplayer.net/fm-26/stanislav-lobotka-63012964
Manuel Locatelli,Manuel Locatelli FM26 Profile,partial,160,120,120,160,https://fmplayer.net/fm-26/manuel-locatelli-43167354
Bradley Locko,Bradley Locko FM26 Profile,partial,140,150,140,130,https://fmplayer.net/fm-26/bradley-locko-49059205
Ruben Loftus-Cheek,Jordan Loftus FM26 Profile,first_result,80,130,130,60,https://fmplayer.net/fm-26/jordan-loftus-52070933
Elysée Logbo,Elysée Logbo FM26 Profile,partial,120,120,130,120,https://fmplayer.net/fm-26/elysee-logbo-2000108574
Enzo Loiodice,Enzo Loiodice FM26 Profile,partial,140,120,100,110,https://fmplayer.net/fm-26/enzo-loiodice-49045906
Sean Longstaff,Sean Longstaff FM26 Profile,partial,180,120,110,170,https://fmplayer.net/fm-26/sean-longstaff-28100360
David López,David López FM26 Profile,partial,140,110,110,160,https://fmplayer.net/fm-26/david-lopez-67155094
Javi López,Javi López FM26 Profile,partial,150,150,140,130,https://fmplayer.net/fm-26/javi-lopez-67293674
Roberto López,Roberto López FM26 Profile,partial,120,110,120,130,https://fmplayer.net/fm-26/roberto-lopez-67272882
Unai López,Unai López FM26 Profile,partial,150,120,130,130,https://fmplayer.net/fm-26/unai-lopez-67145056
Anthony Losilla,Ángel Losilla FM26 Profile,first_result,110,120,130,120,https://fmplayer.net/fm-26/angel-losilla-2000272540
Sandi Lovrić,Sandi Lovrić FM26 Profile,partial,140,120,130,130,https://fmplayer.net/fm-26/sandi-lovric-16135875
Pol Lozano,Pol Lozano FM26 Profile,partial,130,130,120,130,https://fmplayer.net/fm-26/pol-lozano-67246431
Lorenzo Lucca,Lorenzo Lucca FM26 Profile,partial,150,140,120,120,https://fmplayer.net/fm-26/lorenzo-lucca-43409366
Jhon Lucumí,Jhon Lucumí FM26 Profile,partial,150,140,140,140,https://fmplayer.net/fm-26/jhon-lucumi-76042952
Yannik Lührs,Yannik Lührs FM26 Profile,partial,110,120,110,130,https://fmplayer.net/fm-26/yannik-luhrs-2000065951
José Luis Gayà,José Gayà FM26 Profile,first_result,130,150,140,150,https://fmplayer.net/fm-26/jose-gaya-67178177
José Luis Palomino,José Luis Palomino FM26 Profile,partial,110,90,100,150,https://fmplayer.net/fm-26/jose-luis-palomino-14023020
Douglas Luiz,Douglas Luiz FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/douglas-luiz-19302456
Romelu Lukaku,Romelu Lukaku FM26 Profile,partial,150,150,150,120,https://fmplayer.net/fm-26/romelu-lukaku-18007344
Castello Lukeba,Castello Lukeba FM26 Profile,partial,130,150,130,140,https://fmplayer.net/fm-26/castello-lukeba-49056273
Dodi Lukebakio,Dodi Lukébakio FM26 Profile,first_result,130,160,160,80,https://fmplayer.net/fm-26/dodi-lukebakio-18083611
Saša Lukić,Saša Lukić FM26 Profile,partial,140,130,130,140,https://fmplayer.net/fm-26/sasa-lukic-62124117
Daniel Luna,Daniel Luna FM26 Profile,partial,120,120,130,110,https://fmplayer.net/fm-26/daniel-luna-2000027383
Massimo Luongo,Massimo Luongo FM26 Profile,partial,130,100,110,150,https://fmplayer.net/fm-26/massimo-luongo-28063437
Sebastiano Luperto,Sebastiano Luperto FM26 Profile,partial,150,120,120,140,https://fmplayer.net/fm-26/sebastiano-luperto-43095145
Charalambos Lykogiannis,Charalampos Lykogiannis FM26 Profile,first_result,130,130,120,140,https://fmplayer.net/fm-26/charalampos-lykogiannis-36045542
Senne Lynen,Senne Lynen FM26 Profile,partial,160,130,110,160,https://fmplayer.net/fm-26/senne-lynen-18096574
Ian Maatsen,Ian Maatsen FM26 Profile,partial,140,150,150,150,https://fmplayer.net/fm-26/ian-maatsen-28121372
Alexis Mac Allister,Alexis Mac Allister FM26 Profile,partial,150,120,130,160,https://fmplayer.net/fm-26/alexis-mac-allister-14157184
Lanroy Machine,Lanroy Machine FM26 Profile,partial,120,130,120,110,https://fmplayer.net/fm-26/lanroy-machine-2000191409
Yvann Macon,Yvann Maçon FM26 Profile,first_result,120,140,140,130,https://fmplayer.net/fm-26/yvann-macon-48046006
James Maddison,James Maddison FM26 Profile,partial,130,130,130,140,https://fmplayer.net/fm-26/james-maddison-28093567
Eros Maddy,Eros Maddy FM26 Profile,partial,110,140,150,120,https://fmplayer.net/fm-26/eros-maddy-37060941
Noni Madueke,Noni Madueke FM26 Profile,partial,130,160,150,130,https://fmplayer.net/fm-26/noni-madueke-37076092
Pablo Maffeo,Pablo Maffeo FM26 Profile,partial,150,140,160,170,https://fmplayer.net/fm-26/pablo-maffeo-28095341
Gabriel Magalhães,Paulo Magalhaes FM26 Profile,first_result,100,110,90,100,https://fmplayer.net/fm-26/paulo-magalhaes-75003026
Soungoutou Magassa,Soungoutou Magassa FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/soungoutou-magassa-2000031536
Giangiacomo Magnani,Giangiacomo Magnani FM26 Profile,partial,130,130,120,130,https://fmplayer.net/fm-26/giangiacomo-magnani-43125080
Hugo Magnetti,Hugo Magnetti FM26 Profile,partial,160,120,120,150,https://fmplayer.net/fm-26/hugo-magnetti-48044237
Harry Maguire,Harry Maguire FM26 Profile,partial,170,120,100,120,https://fmplayer.net/fm-26/harry-maguire-28049740
Jon Magunazelaia,Jon Magunazelaia FM26 Profile,partial,110,140,140,120,https://fmplayer.net/fm-26/jon-magunazelaia-2000082492
Arne Maier,Arne Maier FM26 Profile,partial,140,130,120,120,https://fmplayer.net/fm-26/arne-maier-91151073
Patrick Mainka,Patrick Mainka FM26 Profile,partial,130,120,100,150,https://fmplayer.net/fm-26/patrick-mainka-92065574
Kobbie Mainoo,Kobbie Mainoo FM26 Profile,partial,140,130,130,140,https://fmplayer.net/fm-26/kobbie-mainoo-2000123586
Ainsley Maitland-Niles,Jack Ainsley FM26 Profile,first_result,120,90,80,100,https://fmplayer.net/fm-26/jack-ainsley-28010526
Lovro Majer,Lovro Majer FM26 Profile,partial,170,120,130,150,https://fmplayer.net/fm-26/lovro-majer-24053458
Jordy Makengo,Jordy Makengo FM26 Profile,partial,140,150,140,150,https://fmplayer.net/fm-26/jordy-makengo-2000028585
Antoine Makoumbou,Antoine Makoumbou FM26 Profile,partial,150,130,130,130,https://fmplayer.net/fm-26/antoine-makoumbou-85144802
Nikola Maksimović,Nikola Maksimović FM26 Profile,partial,100,80,80,130,https://fmplayer.net/fm-26/nikola-maksimovic-62055004
Tyrell Malacia,Tyrell Malacia FM26 Profile,partial,150,150,150,160,https://fmplayer.net/fm-26/tyrell-malacia-37058363
Jarzinho Malanga,Jarzinho Malanga FM26 Profile,partial,120,150,150,100,https://fmplayer.net/fm-26/jarzinho-malanga-2000257650
Julián Malatini,Julián Malatini FM26 Profile,partial,130,150,130,150,https://fmplayer.net/fm-26/julian-malatini-14247879
Youssef Maleh,Youssef Maleh FM26 Profile,partial,130,130,130,130,https://fmplayer.net/fm-26/youssef-maleh-43193946
Donyell Malen,Donyell Malen FM26 Profile,partial,120,160,160,100,https://fmplayer.net/fm-26/donyell-malen-37055844
Lennard Maloney,Lennard Maloney FM26 Profile,partial,170,130,110,190,https://fmplayer.net/fm-26/lennard-maloney-92092364
Aaron Malouda,Aaron Malouda FM26 Profile,partial,130,130,130,90,https://fmplayer.net/fm-26/aaron-malouda-2000201225
Hianga Mananga Mbock,Hianga'a Mbock FM26 Profile,first_result,130,120,120,130,https://fmplayer.net/fm-26/hiangaa-mbock-49040378
Gianluca Mancini,Gianluca Mancini FM26 Profile,partial,150,130,130,160,https://fmplayer.net/fm-26/gianluca-mancini-43093502
Reinildo Mandava,Reinildo FM26 Profile,first_result,160,140,140,170,https://fmplayer.net/fm-26/reinildo-13160655
Aïssa Mandi,Aïssa Mandi FM26 Profile,partial,130,120,120,140,https://fmplayer.net/fm-26/aissa-mandi-85079680
Rolando Mandragora,Rolando Mandragora FM26 Profile,partial,140,130,130,140,https://fmplayer.net/fm-26/rolando-mandragora-43159580
Mateus Mane,Mateus Mané FM26 Profile,first_result,80,120,130,100,https://fmplayer.net/fm-26/mateus-mane-2000351894
Orel Mangala,Orel Mangala FM26 Profile,partial,130,130,130,120,https://fmplayer.net/fm-26/orel-mangala-18087973
Javier Manquillo,Javi Manquillo FM26 Profile,first_result,140,140,130,150,https://fmplayer.net/fm-26/javi-manquillo-67141802
Alberto Manzoni,Alberto Manzoni FM26 Profile,partial,120,120,120,130,https://fmplayer.net/fm-26/alberto-manzoni-2000145297
Alessandro Marcandalli,Alessandro Marcandalli FM26 Profile,partial,140,120,130,120,https://fmplayer.net/fm-26/alessandro-marcandalli-43500463
Marcão,Marcão FM26 Profile,partial,100,130,110,150,https://fmplayer.net/fm-26/marcao-19190440
Filip Marchwiński,Filip Marchwiński FM26 Profile,partial,110,130,130,130,https://fmplayer.net/fm-26/filip-marchwinski-96116988
Óscar de Marcos,Óscar Marcos FM26 Profile,first_result,90,110,80,140,https://fmplayer.net/fm-26/oscar-marcos-2000300098
Alberto Marí,Alberto Marí FM26 Profile,partial,110,120,120,140,https://fmplayer.net/fm-26/alberto-mari-2000131132
Pablo Marí,Pablo Marín FM26 Profile,partial,140,130,140,140,https://fmplayer.net/fm-26/pablo-marin-2000131318
José María Giménez,José María Herrera FM26 Profile,first_result,120,130,130,130,https://fmplayer.net/fm-26/jose-maria-herrera-2000051680
Luca Marianucci,Luca Marianucci FM26 Profile,partial,110,140,120,140,https://fmplayer.net/fm-26/luca-marianucci-2000024732
Rafa Marín,Rafa Marín FM26 Profile,partial,140,140,130,140,https://fmplayer.net/fm-26/rafa-marin-2000051886
Pablo Marín,Pablo Marín FM26 Profile,partial,140,130,140,140,https://fmplayer.net/fm-26/pablo-marin-2000131318
Răzvan Marin,Răzvan Marin FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/razvan-marin-57113505
Guillermo Maripán,Guillermo Maripán FM26 Profile,partial,160,120,120,130,https://fmplayer.net/fm-26/guillermo-maripan-75030680
Mika Mármol,Mika Mármol FM26 Profile,partial,130,140,130,130,https://fmplayer.net/fm-26/mika-marmol-67295761
Mario Maroto,Mario Maroto FM26 Profile,partial,80,120,150,110,https://fmplayer.net/fm-26/mario-maroto-2000065658
Marquinhos,Marquinhos FM26 Profile,partial,160,140,130,150,https://fmplayer.net/fm-26/marquinhos-19163495
Aarón Martín,Aarón Martín FM26 Profile,partial,120,110,130,130,https://fmplayer.net/fm-26/aaron-martin-2000384967
Diego Martín,Diego Martínez FM26 Profile,partial,120,110,100,120,https://fmplayer.net/fm-26/diego-martinez-76002488
Gerard Martín,Gerard Martín FM26 Profile,partial,160,140,140,150,https://fmplayer.net/fm-26/gerard-martin-2000101061
Iván Martín,Iván Martín FM26 Profile,partial,130,140,130,130,https://fmplayer.net/fm-26/ivan-martin-67258832
Jon Martin,Shi-Jon Martina FM26 Profile,partial,80,130,130,120,https://fmplayer.net/fm-26/shi-jon-martina-2000143237
Jonas Martin,Jonas Martin FM26 Profile,partial,120,110,100,120,https://fmplayer.net/fm-26/jonas-martin-34008680
Mario Martín,Mario Martín FM26 Profile,partial,150,130,120,150,https://fmplayer.net/fm-26/mario-martin-2000163504
Iñigo Martínez,Íñigo Martínez FM26 Profile,first_result,140,120,120,160,https://fmplayer.net/fm-26/inigo-martinez-67104772
Javi Martínez,Javi Martínez FM26 Profile,partial,100,90,60,110,https://fmplayer.net/fm-26/javi-martinez-1512305
Lautaro Martínez,Lautaro Martínez FM26 Profile,partial,190,150,150,180,https://fmplayer.net/fm-26/lautaro-martinez-14110660
Lisandro Martínez,Lisandro Martínez FM26 Profile,partial,150,120,120,150,https://fmplayer.net/fm-26/lisandro-martinez-14167329
Lucas Martínez Quarta,Lucas Martínez Quarta FM26 Profile,partial,150,130,120,140,https://fmplayer.net/fm-26/lucas-martinez-quarta-14110832
Ramón Martínez,Ramón Martínez FM26 Profile,partial,140,110,120,140,https://fmplayer.net/fm-26/ramon-martinez-79028317
Toni Martínez,Toni Martínez FM26 Profile,partial,120,130,130,140,https://fmplayer.net/fm-26/toni-martinez-67216151
Adam Marušić,Adam Marušić FM26 Profile,partial,150,140,130,140,https://fmplayer.net/fm-26/adam-marusic-62095383
Omar Mascarell,,not_found,,,,,
Adam Masina,Adam Masina FM26 Profile,partial,130,130,120,130,https://fmplayer.net/fm-26/adam-masina-43111412
Patrizio Masini,Patrizio Masini FM26 Profile,partial,150,120,120,140,https://fmplayer.net/fm-26/patrizio-masini-43390579
Erhan Mašović,Erhan Mašović FM26 Profile,partial,120,130,120,160,https://fmplayer.net/fm-26/erhan-masovic-62166400
Han-Noah Massengo,Jordan Massengo FM26 Profile,first_result,130,140,150,140,https://fmplayer.net/fm-26/jordan-massengo-85063749
Clinton Mata,Clinton Mata FM26 Profile,partial,140,140,140,140,https://fmplayer.net/fm-26/clinton-mata-18070768
Igor Matanovic,Igor Matanović FM26 Profile,first_result,130,130,120,160,https://fmplayer.net/fm-26/igor-matanovic-2000072022
Pape Matar Sarr,Pape Matar Sarr FM26 Profile,partial,170,130,140,140,https://fmplayer.net/fm-26/pape-matar-sarr-12080051
Eliot Matazo,Eliot Matazo FM26 Profile,partial,130,130,140,140,https://fmplayer.net/fm-26/eliot-matazo-18107444
Jean-Philippe Mateta,Rabby Mateta Pepa FM26 Profile,first_result,70,110,120,100,https://fmplayer.net/fm-26/rabby-mateta-pepa-2000173948
Nemanja Matić,Nemanja Matić FM26 Profile,partial,110,90,80,130,https://fmplayer.net/fm-26/nemanja-matic-62000307
Rudy Matondo,Rudy Matondo FM26 Profile,partial,60,140,140,90,https://fmplayer.net/fm-26/rudy-matondo-2000412322
Chrislain Matsima,Chrislain Matsima FM26 Profile,partial,120,160,140,140,https://fmplayer.net/fm-26/chrislain-matsima-49048468
Alan Matturro,Alan Matturro FM26 Profile,partial,130,120,130,120,https://fmplayer.net/fm-26/alan-matturro-2000009463
Azor Matusiwa,Azor Matusiwa FM26 Profile,partial,130,120,120,170,https://fmplayer.net/fm-26/azor-matusiwa-37053977
Neal Maupay,Neal Maupay FM26 Profile,partial,150,110,110,150,https://fmplayer.net/fm-26/neal-maupay-85120748
Maurides,Maurides FM26 Profile,partial,120,110,90,160,https://fmplayer.net/fm-26/maurides-19186563
Stephy Mavididi,Stephy Mavididi FM26 Profile,partial,150,160,150,130,https://fmplayer.net/fm-26/stephy-mavididi-28099981
Konstantinos Mavropanos,Konstantinos Mavropanos FM26 Profile,partial,120,150,130,170,https://fmplayer.net/fm-26/konstantinos-mavropanos-36116501
Christian Mawissa,Christian Mawissa FM26 Profile,partial,130,130,130,140,https://fmplayer.net/fm-26/christian-mawissa-2000131124
Borja Mayoral,Borja Mayoral FM26 Profile,partial,80,120,120,130,https://fmplayer.net/fm-26/borja-mayoral-67211912
Senny Mayulu,Senny Mayulu FM26 Profile,partial,110,140,140,130,https://fmplayer.net/fm-26/senny-mayulu-2000179713
Noussair Mazraoui,Noussair Mazraoui FM26 Profile,partial,150,140,140,160,https://fmplayer.net/fm-26/noussair-mazraoui-37052470
Luca Mazzitelli,Luca Mazzitelli FM26 Profile,partial,120,120,110,130,https://fmplayer.net/fm-26/luca-mazzitelli-43093356
Samuel Mbangula,Samuel Mbangula FM26 Profile,partial,120,150,150,130,https://fmplayer.net/fm-26/samuel-mbangula-18115008
Kylian Mbappé,Kylian Mbappé FM26 Profile,partial,150,190,190,130,https://fmplayer.net/fm-26/kylian-mbappe-85139014
Bryan Mbeumo,Bryan Mbeumo FM26 Profile,partial,150,150,150,170,https://fmplayer.net/fm-26/bryan-mbeumo-48042658
Kasey McAteer,Kasey McAteer FM26 Profile,partial,140,140,140,160,https://fmplayer.net/fm-26/kasey-mcateer-28122215
Oliver McBurnie,Oli McBurnie FM26 Profile,first_result,120,130,130,130,https://fmplayer.net/fm-26/oli-mcburnie-29108066
Scott McKenna,Scott McKenna FM26 Profile,partial,130,140,120,130,https://fmplayer.net/fm-26/scott-mckenna-61064267
Mark McKenzie,Mark McKenzie FM26 Profile,partial,130,140,140,140,https://fmplayer.net/fm-26/mark-mckenzie-20041987
Scott McTominay,Scott McTominay FM26 Profile,partial,190,140,130,150,https://fmplayer.net/fm-26/scott-mctominay-29125343
Jakov Medić,Jakov Medić FM26 Profile,partial,110,110,100,150,https://fmplayer.net/fm-26/jakov-medic-24055490
Facundo Medina,Facundo Medina FM26 Profile,partial,140,140,130,190,https://fmplayer.net/fm-26/facundo-medina-14185869
Ben Mee,Ben Mee FM26 Profile,partial,120,90,80,140,https://fmplayer.net/fm-26/ben-mee-4002177
Jayden Meghoma,Jayden Meghoma FM26 Profile,partial,120,140,140,140,https://fmplayer.net/fm-26/jayden-meghoma-2000190480
Henrik Meister,Henrik Meister FM26 Profile,partial,130,120,110,120,https://fmplayer.net/fm-26/henrik-meister-2000113465
Bamo Meïté,Bamo Meïté FM26 Profile,partial,140,130,120,140,https://fmplayer.net/fm-26/bamo-meite-2000018252
Mohamed Meité,Mohamed Kader Meïté FM26 Profile,first_result,100,130,130,120,https://fmplayer.net/fm-26/mohamed-kader-meite-2000426283
Mateo Mejía,Mateo Mejía FM26 Profile,partial,110,160,150,130,https://fmplayer.net/fm-26/mateo-mejia-28127221
Farid El Melali,Farid El Melali FM26 Profile,partial,120,140,140,130,https://fmplayer.net/fm-26/farid-el-melali-13200909
Arthur Melo,Bruno Melo FM26 Profile,first_result,130,130,130,130,https://fmplayer.net/fm-26/bruno-melo-19272744
Nuno Mendes,Nuno Mendes FM26 Profile,partial,150,180,180,130,https://fmplayer.net/fm-26/nuno-mendes-83261910
Brais Méndez,Brais Méndez FM26 Profile,partial,140,130,130,150,https://fmplayer.net/fm-26/brais-mendez-67199158
Antoine Mendy,Antoine Mendy FM26 Profile,partial,140,130,130,130,https://fmplayer.net/fm-26/antoine-mendy-2000130977
Ferland Mendy,Ferland Mendy FM26 Profile,partial,160,160,160,170,https://fmplayer.net/fm-26/ferland-mendy-85133751
Nampalys Mendy,Nampalys Mendy FM26 Profile,partial,130,100,110,150,https://fmplayer.net/fm-26/nampalys-mendy-85010871
Nobel Mendy,Nobel Mendy FM26 Profile,partial,100,120,130,130,https://fmplayer.net/fm-26/nobel-mendy-2000138305
Gideon Mensah,Gideon Mensah FM26 Profile,partial,140,160,160,140,https://fmplayer.net/fm-26/gideon-mensah-16199712
Quentin Merlin,Quentin Merlin FM26 Profile,partial,140,130,130,130,https://fmplayer.net/fm-26/quentin-merlin-49048372
Víctor Meseguer,Víctor Meseguer FM26 Profile,partial,140,110,130,150,https://fmplayer.net/fm-26/victor-meseguer-67278046
Rafik Messali,Rafik Messali FM26 Profile,partial,120,130,130,130,https://fmplayer.net/fm-26/rafik-messali-2000063319
Karol Mets,Karol Mets FM26 Profile,partial,120,140,110,120,https://fmplayer.net/fm-26/karol-mets-47023240
Thomas Meunier,Thomas Meunier FM26 Profile,partial,150,130,120,160,https://fmplayer.net/fm-26/thomas-meunier-18043393
Shumaira Mheuka,Shumaira Mheuka FM26 Profile,partial,90,140,150,120,https://fmplayer.net/fm-26/shumaira-mheuka-2000379552
Florian Micheler,Florian Micheler FM26 Profile,partial,130,100,110,120,https://fmplayer.net/fm-26/florian-micheler-2000095540
Miguel,Miguel Miguel FM26 Profile,partial,120,120,110,100,https://fmplayer.net/fm-26/miguel-miguel-55075311
Georges Mikautadze,Georges Mikautadze FM26 Profile,partial,120,150,150,140,https://fmplayer.net/fm-26/georges-mikautadze-49043189
Nikola Milenković,Nikola Milenković FM26 Profile,partial,130,140,130,150,https://fmplayer.net/fm-26/nikola-milenkovic-62191195
Lewis Miley,Lewis Miley FM26 Profile,partial,120,120,140,160,https://fmplayer.net/fm-26/lewis-miley-2000189871
Éder Militão,Éder Militão FM26 Profile,partial,160,150,150,160,https://fmplayer.net/fm-26/eder-militao-19273276
Luis Milla,Luis Milla FM26 Profile,partial,150,130,120,150,https://fmplayer.net/fm-26/luis-milla-67191561
James Milner,James Milner FM26 Profile,partial,170,100,110,170,https://fmplayer.net/fm-26/james-milner-5106363
Kim Min-jae,Min Kyung-Min FM26 Profile,first_result,80,70,80,70,https://fmplayer.net/fm-26/min-kyung-min-66039872
Yerry Mina,Yerry Mina FM26 Profile,partial,120,110,100,130,https://fmplayer.net/fm-26/yerry-mina-76037151
Lucas Mincarelli,Lucas Mincarelli FM26 Profile,partial,140,140,140,140,https://fmplayer.net/fm-26/lucas-mincarelli-2000216313
Tyrone Mings,Tyrone Mings FM26 Profile,partial,140,140,150,140,https://fmplayer.net/fm-26/tyrone-mings-29074544
Bojan Miovski,Bojan Miovski FM26 Profile,partial,110,140,130,140,https://fmplayer.net/fm-26/bojan-miovski-47076732
Juan Miranda,Juan Miranda FM26 Profile,partial,140,140,130,140,https://fmplayer.net/fm-26/juan-miranda-67258411
Tyrick Mitchell,Tyrick Mitchell FM26 Profile,partial,140,150,150,150,https://fmplayer.net/fm-26/tyrick-mitchell-28111507
Maximilian Mittelstädt,Maximilian Mittelstädt FM26 Profile,partial,160,140,140,170,https://fmplayer.net/fm-26/maximilian-mittelstadt-91143714
Henrikh Mkhitaryan,Henrikh Mkhitaryan FM26 Profile,partial,150,130,130,130,https://fmplayer.net/fm-26/henrikh-mkhitaryan-59006269
Jakub Moder,Jakub Moder FM26 Profile,partial,140,140,120,140,https://fmplayer.net/fm-26/jakub-moder-96086697
Luka Modrić,Luka Modrić FM26 Profile,partial,110,110,130,140,https://fmplayer.net/fm-26/luka-modric-653054
Max Moerstedt,Max Moerstedt FM26 Profile,partial,140,120,120,130,https://fmplayer.net/fm-26/max-moerstedt-2000230641
Terem Moffi,Terem Moffi FM26 Profile,partial,130,150,150,130,https://fmplayer.net/fm-26/terem-moffi-47079007
Mostafa Mohamed,Mostafa Mohamed FM26 Profile,partial,140,120,120,120,https://fmplayer.net/fm-26/mostafa-mohamed-13231887
Johan Mojica,Johan Mojica FM26 Profile,partial,160,160,160,140,https://fmplayer.net/fm-26/johan-mojica-76020280
Nahuel Molina,Nahuel Molina FM26 Profile,partial,140,150,150,150,https://fmplayer.net/fm-26/nahuel-molina-14129337
Jon Moncayola,Jon Moncayola FM26 Profile,partial,150,130,140,140,https://fmplayer.net/fm-26/jon-moncayola-67267210
